Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2007-06-28;709,62;714,91;709,39;714,90;0
2007-06-27;705,69;705,71;699,81;703,68;0
2007-06-26;709,67;711,93;705,66;709,00;0
2007-06-25;711,98;715,85;706,95;715,18;0
2007-06-22;720,39;722,24;715,33;717,17;0
2007-06-21;724,95;726,26;713,02;718,06;0
2007-06-20;727,95;732,57;725,94;729,20;0
2007-06-19;725,97;727,88;722,76;724,53;0
2007-06-18;725,84;729,89;723,05;724,88;0
2007-06-15;710,46;724,75;710,46;724,41;0
2007-06-14;701,26;709,46;701,26;709,41;0
2007-06-13;692,56;696,46;687,57;695,05;0
2007-06-12;695,92;700,03;691,34;694,92;0
2007-06-11;691,82;697,95;691,48;697,95;0
2007-06-08;685,36;691,45;679,43;687,27;0
2007-06-07;702,37;703,99;687,18;689,43;0
2007-06-06;716,15;716,86;698,93;699,48;0
2007-06-05;722,22;723,06;713,83;716,88;0
2007-06-04;720,60;724,09;717,82;721,02;0
2007-06-01;714,56;723,12;714,56;722,20;0
2007-05-31;705,51;714,38;705,42;713,41;0
2007-05-30;697,97;702,86;696,01;702,73;0
2007-05-29;702,74;704,80;701,10;704,70;0
2007-05-25;695,52;701,13;694,41;700,68;0
2007-05-24;698,92;704,05;695,86;697,92;0
2007-05-23;695,64;701,96;695,64;701,85;0
2007-05-22;692,63;696,54;691,32;695,36;0
2007-05-21;692,58;694,09;690,61;692,04;0
2007-05-18;682,32;691,71;682,32;691,36;0
2007-05-17;683,82;684,70;681,71;682,86;0
2007-05-16; ; ; ;680,92;0
2007-05-15;676,77;683,52;675,53;682,36;0
2007-05-14;681,98;684,11;678,00;678,68;0
2007-05-11;669,52;679,80;664,98;679,77;0
2007-05-10;680,43;681,09;673,69;674,68;0
2007-05-09;679,55;680,75;675,51;679,36;0
2007-05-08;683,78;683,78;674,34;676,69;0
2007-05-07;684,91;685,91;683,41;684,98;0
2007-05-04;678,36;684,61;678,36;683,99;0
2007-05-03;679,73;680,17;674,00;678,62;0
2007-05-02;675,84;678,58;675,29;678,24;0
2007-04-30;670,57;675,97;670,57;674,14;0
2007-04-27;672,02;672,65;668,38;671,58;0
2007-04-26;670,87;674,43;670,30;672,44;0
2007-04-25;663,74;669,11;663,74;668,55;0
2007-04-24;667,63;668,20;658,11;661,90;0
2007-04-23;669,12;669,49;665,44;667,98;0
2007-04-20;660,94;669,51;660,72;668,02;0
2007-04-19;656,48;659,77;652,15;659,40;0
2007-04-18;667,53;667,53;660,01;663,06;0
2007-04-17;666,31;669,85;664,00;668,81;0
2007-04-16;659,25;667,95;659,13;667,95;0
2007-04-13;652,94;657,40;652,79;657,40;0
2007-04-12;652,32;652,67;646,98;651,56;0
2007-04-11;654,36;657,12;651,96;653,01;0
2007-04-10;648,45;654,72;647,76;654,35;0
2007-04-05;645,95;648,11;645,42;648,06;0
2007-04-04;645,86;646,20;643,14;646,02;0
2007-04-03;635,79;644,08;635,65;643,57;0
2007-04-02;631,34;634,56;630,09;634,24;0
2007-03-30;630,69;634,76;629,36;632,05;0
2007-03-29;625,03;630,55;625,03;630,28;0
2007-03-28;624,66;625,21;620,73;622,59;0
2007-03-27;626,36;628,97;625,20;626,87;0
2007-03-26;630,22;630,70;621,75;623,93;0
2007-03-23;626,19;630,26;624,11;630,15;0
2007-03-22;616,47;627,39;616,47;626,33;0
2007-03-21;611,84;615,08;611,71;613,93;0
2007-03-20;610,04;612,59;606,96;612,49;0
2007-03-19;604,03;609,59;603,77;609,30;0
2007-03-16;599,31;603,32;596,54;600,67;0
2007-03-15;590,90;601,44;590,79;600,61;0
2007-03-14;601,70;601,79;587,92;588,14;0
2007-03-13;611,88;612,75;604,19;604,19;0
2007-03-12;613,62;615,30;608,66;611,84;0
2007-03-09;611,10;613,14;606,76;611,52;0
2007-03-08;604,41;611,38;604,30;611,38;0
2007-03-07;600,28;603,30;598,74;601,95;0
2007-03-06;595,62;599,89;594,88;598,89;0
2007-03-05;599,41;599,54;583,94;592,76;0
2007-03-02;605,45;608,16;595,47;599,99;0
2007-03-01;609,55;613,78;594,43;602,76;0
2007-02-28;607,17;614,02;603,97;609,66;0
2007-02-27;634,53;634,63;618,08;618,34;0
2007-02-26;636,58;640,26;636,58;639,27;0
2007-02-23;635,58;636,84;634,13;636,36;0
2007-02-22;633,26;637,53;633,05;634,49;0
2007-02-21;636,12;637,00;630,36;631,80;0
2007-02-20;635,15;635,20;631,33;635,20;0
2007-02-19;632,66;635,53;632,59;635,07;0
2007-02-16;631,52;633,35;630,66;631,91;0
2007-02-15;631,62;633,76;631,58;632,48;0
2007-02-14;628,19;632,82;628,08;632,71;0
2007-02-13;624,24;626,36;623,87;626,36;0
2007-02-12;624,60;625,08;621,82;622,75;0
2007-02-09;625,90;628,10;625,90;626,95;0
2007-02-08;626,65;627,20;621,67;623,57;0
2007-02-07;624,59;627,44;624,49;626,96;0
2007-02-06;624,04;625,94;622,46;623,51;0
2007-02-05;623,23;624,28;622,06;623,15;0
2007-02-02;620,90;625,05;620,77;623,65;0
2007-02-01;618,27;622,49;618,19;620,69;0
2007-01-31;613,56;615,88;612,32;614,90;0
2007-01-30;608,86;615,49;608,59;614,75;0
2007-01-29;607,79;610,46;606,12;609,73;0
2007-01-26;606,41;609,53;604,05;606,34;0
2007-01-25;610,87;613,09;607,94;609,12;0
2007-01-24;608,00;612,30;606,16;611,60;0
2007-01-23;606,59;607,24;601,22;605,33;0
2007-01-22;610,92;611,97;606,02;606,09;0
2007-01-19;604,51;610,62;602,26;610,27;0
2007-01-18;607,36;608,98;603,40;605,31;0
2007-01-17;606,76;608,16;603,53;605,81;0
2007-01-16;608,49;609,15;606,20;606,94;0
2007-01-15;607,62;609,21;607,38;608,14;0
2007-01-12;603,97;605,29;601,57;605,29;0
2007-01-11;595,82;604,21;594,37;603,71;0
2007-01-10;593,26;595,32;590,82;593,39;0
2007-01-09;598,21;601,60;597,22;597,65;0
2007-01-08;598,17;598,25;594,80;596,66;0
2007-01-05;600,05;600,55;595,06;595,40;0
2007-01-04;601,15;602,49;598,85;601,92;0
2007-01-03;602,73;604,42;601,72;603,79;0
2007-01-02;597,00;602,67;596,83;602,61;0
2007-01-01; ; ; ;595,11;0
2006-12-29;595,99;596,87;594,72;595,11;0
2006-12-28;596,70;596,76;594,75;595,87;0
2006-12-27;588,67;595,64;588,29;595,45;0
2006-12-26; ; ; ;586,52;0
2006-12-25; ; ; ;586,52;0
2006-12-22;591,89;592,15;585,91;586,52;0
2006-12-21;592,12;593,42;591,13;592,13;0
2006-12-20;592,40;594,30;592,40;593,01;0
2006-12-19;591,48;591,48;587,36;589,70;0
2006-12-18;593,02;595,46;593,02;594,13;0
2006-12-15;591,23;594,23;590,56;593,17;0
2006-12-14;588,49;590,01;587,47;589,73;0
2006-12-13;582,67;586,80;582,28;586,80;0
2006-12-12;581,44;582,95;581,04;582,49;0
2006-12-11;579,71;582,22;579,71;581,89;0
2006-12-08;575,26;578,20;571,95;577,81;0
2006-12-07;572,20;578,55;572,20;576,67;0
2006-12-06;571,89;573,72;570,64;572,85;0
2006-12-05;567,57;572,66;566,18;572,59;0
2006-12-04;564,10;566,69;561,25;566,49;0
2006-12-01;568,23;571,39;558,83;562,13;0
2006-11-30;572,60;574,72;566,89;567,14;0
2006-11-29;565,76;571,65;565,51;571,67;0
2006-11-28;564,81;565,27;560,95;563,38;0
2006-11-27;574,11;575,71;565,25;565,27;0
2006-11-24;579,39;580,14;571,54;575,21;0
2006-11-23;581,61;582,17;579,59;580,58;0
2006-11-22;580,52;582,34;579,22;580,76;0
2006-11-21; ; ; ;578,98;0
2006-11-20;572,53;578,25;571,44;577,97;0
2006-11-17;578,62;578,92;574,42;575,27;0
2006-11-16;576,86;578,87;576,13;578,41;0
2006-11-15;575,21;577,21;575,04;577,03;0
2006-11-14;574,65;575,31;571,84;573,48;0
2006-11-13;570,19;574,79;569,95;574,10;0
2006-11-10;569,37;571,27;567,18;570,83;0
2006-11-09;570,94;571,54;568,84;570,80;0
2006-11-08;569,19;570,57;567,71;570,21;0
2006-11-07;568,53;571,36;568,47;571,32;0
2006-11-06;562,44;568,53;562,18;568,53;0
2006-11-03;560,39;563,64;559,67;560,88;0
2006-11-02;562,61;565,11;557,91;559,33;0
2006-11-01;562,97;566,16;562,66;564,78;0
2006-10-31;560,28;563,98;560,10;562,87;0
2006-10-30;558,97;561,92;557,69;561,54;0
2006-10-27;564,91;565,78;560,11;562,61;0
2006-10-26;564,84;566,32;563,68;564,69;0
2006-10-25;560,97;564,12;560,78;563,39;0
2006-10-24;560,56;561,92;559,98;561,71;0
2006-10-23;559,03;561,49;556,65;561,13;0
2006-10-20;556,77;558,99;555,78;557,82;0
2006-10-19;554,03;557,29;553,48;555,39;0
2006-10-18;551,72;557,41;551,59;555,36;0
2006-10-17;554,02;554,38;548,84;549,51;0
2006-10-16;555,52;556,30;554,27;556,01;0
2006-10-13;555,58;556,06;553,58;554,97;0
2006-10-12;550,92;554,41;550,47;554,15;0
2006-10-11;549,52;551,25;547,42;550,73;0
2006-10-10;548,25;551,00;547,72;550,45;0
2006-10-09;545,39;547,30;544,37;547,30;0
2006-10-06;547,10;547,44;544,65;547,07;0
2006-10-05;546,17;548,31;545,72;546,75;0
2006-10-04;540,06;544,11;539,79;544,05;0
2006-10-03; ; ; ;539,30;0
2006-10-02;541,94;542,60;537,50;540,27;0
2006-09-29;539,44;542,34;539,37;540,58;0
2006-09-28;538,26;539,46;537,58;538,80;0
2006-09-27;538,01;539,07;535,67;538,39;0
2006-09-26;533,76;536,93;532,47;535,76;0
2006-09-25;529,80;533,24;527,78;530,45;0
2006-09-22;532,09;532,34;526,72;528,62;0
2006-09-21;534,70;536,63;533,30;535,15;0
2006-09-20;528,16;535,16;527,88;534,79;0
2006-09-19;531,99;532,51;527,73;528,09;0
2006-09-18;532,56;534,05;530,11;532,38;0
2006-09-15;530,97;534,18;530,61;533,02;0
2006-09-14;530,77;532,71;529,25;530,72;0
2006-09-13;528,98;530,38;528,01;530,38;0
2006-09-12;521,43;527,48;519,07;527,19;0
2006-09-11;519,07;520,88;516,25;520,76;0
2006-09-08;520,33;522,29;519,38;521,05;0
2006-09-07;521,08;521,08;517,68;519,16;0
2006-09-06;528,45;528,62;522,24;523,05;0
2006-09-05;530,70;530,85;526,68;528,74;0
2006-09-04;529,87;531,49;529,58;530,95;0
2006-09-01;526,05;530,16;526,00;527,94;0
2006-08-31;527,87;528,12;524,64;526,07;0
2006-08-30;525,86;527,75;525,09;526,60;0
2006-08-29;525,13;527,12;523,85;524,54;0
2006-08-28;521,70;525,35;518,34;525,04;0
2006-08-25;521,87;523,45;519,79;521,75;0
2006-08-24;518,89;524,38;516,25;521,86;0
2006-08-23;522,49;522,68;518,28;519,17;0
2006-08-22;523,43;523,43;518,03;522,67;0
2006-08-21;521,91;522,83;519,34;520,94;0
2006-08-18;523,45;525,55;522,12;523,17;0
2006-08-17;522,77;524,21;521,85;524,21;0
2006-08-16;518,86;522,87;517,83;522,11;0
2006-08-15;509,83;519,52;509,49;518,39;0
2006-08-14;509,61;512,00;509,01;511,51;0
2006-08-11;507,77;509,41;504,46;506,22;0
2006-08-10;508,38;508,38;500,26;506,04;0
2006-08-09;509,67;512,23;505,22;512,00;0
2006-08-08;509,32;510,49;506,61;508,35;0
2006-08-07;511,16;511,44;505,33;506,23;0
2006-08-04;509,23;515,29;508,88;514,32;0
2006-08-03;512,01;512,01;503,74;507,30;0
2006-08-02;506,12;510,97;505,81;510,84;0
2006-08-01;509,66;511,45;502,86;503,70;0
2006-07-31;510,96;511,67;509,06;509,95;0
2006-07-28;505,66;511,43;504,59;511,27;0
2006-07-27;504,03;508,20;502,82;507,65;0
2006-07-26;500,77;501,63;498,89;500,85;0
2006-07-25;500,69;502,07;497,93;499,48;0
2006-07-24;490,07;499,84;490,07;499,71;0
2006-07-21;496,45;496,79;487,04;489,11;0
2006-07-20;498,63;501,07;496,72;497,56;0
2006-07-19;486,12;496,70;485,24;496,55;0
2006-07-18;484,54;487,70;482,53;484,13;0
2006-07-17;489,20;489,20;482,28;485,83;0
2006-07-14;493,90;494,44;487,45;487,46;0
2006-07-13;503,65;503,65;495,48;496,92;0
2006-07-12;507,74;511,52;505,50;506,74;0
2006-07-11;509,17;510,51;503,22;504,90;0
2006-07-10;510,30;512,53;506,51;512,22;0
2006-07-07;510,47;513,21;506,45;510,30;0
2006-07-06;507,11;512,13;507,11;511,89;0
2006-07-05;512,83;513,11;504,84;506,05;0
2006-07-04;513,87;515,29;512,15;515,29;0
2006-07-03;511,33;513,65;510,08;513,65;0
2006-06-30;503,12;511,44;503,12;510,40;0
2006-06-29;493,15;501,88;492,90;501,23;0
2006-06-28;489,34;493,08;487,71;490,39;0
2006-06-27;498,70;498,98;490,55;491,18;0
2006-06-26;498,90;499,97;495,18;495,93;0
2006-06-23;496,89;499,31;494,72;497,05;0
2006-06-22;498,01;500,85;494,98;497,25;0
2006-06-21;494,82;494,82;487,40;494,40;0
2006-06-20;486,09;493,61;484,46;493,61;0
2006-06-19;485,05;492,80;485,05;489,04;0
2006-06-16;489,87;494,40;483,01;483,23;0
2006-06-15;478,19;488,37;478,19;487,30;0
2006-06-14;475,34;477,81;470,38;475,50;0
2006-06-13;484,38;484,38;472,37;474,64;0
2006-06-12;490,39;491,88;483,64;485,02;0
2006-06-09;484,57;492,70;484,30;491,31;0
2006-06-08;498,90;498,90;487,12;484,03;0
2006-06-07;497,65;500,95;493,86;499,04;0
2006-06-06;507,25;507,25;494,49;496,39;0
2006-06-05;513,34;513,77;505,85;507,99;0
2006-06-02;516,33;520,31;512,87;513,55;0
2006-06-01;511,05;514,10;504,98;514,09;0
2006-05-31;505,51;513,21;498,98;512,65;0
2006-05-30;518,89;518,96;504,91;506,83;0
2006-05-29;520,02;520,02;517,95;518,62;0
2006-05-26;513,61;520,69;513,61;520,68;0
2006-05-25;504,98;512,17;501,13;512,17;0
2006-05-24;508,37;508,37;499,28;502,23;0
2006-05-23;500,27;512,04;499,55;509,95;0
2006-05-22;508,83;508,83;495,41;497,71;0
2006-05-19;510,42;514,27;508,91;511,51;0
2006-05-18; ; ; ;510,94;0
2006-05-17;531,56;532,51;512,29;512,08;0
2006-05-16;530,16;532,61;526,27;529,00;0
2006-05-15;535,35;535,35;523,91;529,96;0
2006-05-12;547,54;547,92;536,98;536,98;0
2006-05-11;556,01;558,13;549,37;549,71;0
2006-05-10;554,70;557,70;554,70;554,90;0
2006-05-09;555,37;556,76;553,39;556,74;0
2006-05-08;555,53;557,11;554,71;555,37;0
2006-05-05;547,09;553,42;547,09;553,42;0
2006-05-04;542,18;546,51;541,87;546,50;0
2006-05-03;547,48;549,49;540,59;540,93;0
2006-05-02;543,67;547,08;543,05;546,96;0
2006-05-01; ; ; ;543,12;0
2006-04-28;546,33;546,61;542,72;543,12;0
2006-04-27;551,33;551,87;543,84;547,71;0
2006-04-26;550,15;552,25;549,40;551,28;0
2006-04-25;550,01;551,47;547,32;549,02;0
2006-04-24;547,46;549,84;546,14;548,70;0
2006-04-21;547,82;550,76;547,82;550,13;0
2006-04-20;542,04;548,67;541,65;547,12;0
2006-04-19;534,78;541,37;534,78;541,32;0
2006-04-18;533,89;533,90;530,30;533,33;0
2006-04-17; ; ; ;534,36;0
2006-04-14; ; ; ;534,36;0
2006-04-13;533,67;534,78;530,66;534,36;0
2006-04-12;533,24;533,42;529,49;532,57;0
2006-04-11;540,43;541,10;533,06;533,83;0
2006-04-10;537,62;541,42;537,00;541,41;0
2006-04-07;543,42;544,76;537,33;537,62;0
2006-04-06;544,27;544,98;542,05;543,91;0
2006-04-05;542,65;543,78;540,91;543,60;0
2006-04-04;542,13;542,79;540,58;542,09;0
2006-04-03;540,24;543,18;539,52;542,97;0
2006-03-31;537,97;539,91;536,12;538,49;0
2006-03-30;536,22;539,64;535,53;539,25;0
2006-03-29;531,69;533,79;529,97;533,50;0
2006-03-28;534,24;535,80;530,05;531,67;0
2006-03-27;538,00;538,79;533,76;533,76;0
2006-03-24;536,81;538,54;536,02;538,49;0
2006-03-23;535,88;537,17;534,46;536,19;0
2006-03-22;530,51;535,93;529,12;534,93;0
2006-03-21;532,61;533,17;528,03;533,17;0
2006-03-20;532,20;534,48;531,05;532,32;0
2006-03-17;532,12;535,26;529,03;530,33;0
2006-03-16;531,24;532,07;528,96;531,12;0
2006-03-15;529,36;531,55;528,71;531,03;0
2006-03-14;525,37;528,36;524,58;528,36;0
2006-03-13;523,27;527,28;523,27;527,00;0
2006-03-10;514,81;522,42;514,72;522,42;0
2006-03-09;513,96;516,55;513,24;516,34;0
2006-03-08;518,32;519,10;510,52;511,12;0
2006-03-07;516,12;518,20;514,27;517,39;0
2006-03-06;518,62;520,29;517,45;519,32;0
2006-03-03;520,31;522,98;514,02;516,39;0
2006-03-02;527,95;529,44;518,53;520,96;0
2006-03-01;523,55;527,84;522,39;527,81;0
2006-02-28;531,07;532,25;521,96;522,20;0
2006-02-27;529,11;532,01;528,32;532,01;0
2006-02-24;526,74;527,89;525,26;527,89;0
2006-02-23;527,60;528,36;523,65;526,27;0
2006-02-22;520,96;526,49;520,07;526,49;0
2006-02-21;521,61;525,11;519,92;521,43;0
2006-02-20;520,10;521,29;518,60;520,76;0
2006-02-17;518,91;521,48;518,47;520,42;0
2006-02-16;519,32;519,53;516,78;519,53;0
2006-02-15;517,22;518,98;515,91;517,19;0
2006-02-14;517,29;518,61;513,38;516,90;0
2006-02-13;511,43;516,41;510,69;516,41;0
2006-02-10;512,69;514,91;511,41;511,84;0
2006-02-09;510,49;514,29;510,29;514,29;0
2006-02-08;505,58;508,22;502,11;507,69;0
2006-02-07;509,80;510,76;505,31;508,53;0
2006-02-06;509,02;510,49;506,75;508,07;0
2006-02-03;508,00;509,01;503,94;507,07;0
2006-02-02;513,88;515,49;506,23;506,56;0
2006-02-01;506,35;512,99;504,98;512,58;0
2006-01-31;507,45;509,46;504,49;507,28;0
2006-01-30;504,65;507,25;503,54;506,58;0
2006-01-27;500,50;505,65;500,50;505,47;0
2006-01-26;486,69;497,12;486,69;497,12;0
2006-01-25;479,74;486,92;479,63;486,92;0
2006-01-24;479,25;481,26;477,70;478,70;0
2006-01-23;475,97;479,37;475,54;479,35;0
2006-01-20;486,59;487,56;479,62;479,72;0
2006-01-19;485,16;486,23;484,32;486,07;0
2006-01-18;486,85;486,85;479,44;482,52;0
2006-01-17;487,86;488,52;486,61;487,70;0
2006-01-16;487,79;491,86;487,48;491,86;0
2006-01-13;492,20;492,24;487,46;488,95;0
2006-01-12;492,29;494,14;491,18;493,43;0
2006-01-11;490,90;492,19;490,68;491,87;0
2006-01-10;490,88;490,92;487,80;488,64;0
2006-01-09;492,28;493,06;491,65;492,00;0
2006-01-06;490,06;491,66;489,23;491,66;0
2006-01-05;490,10;490,46;488,77;489,75;0
2006-01-04;487,52;490,39;486,96;490,39;0
2006-01-03;483,99;487,69;483,40;485,04;0
2006-01-02;479,78;483,51;479,75;483,47;0
2005-12-30;482,05;482,23;477,69;479,59;0
2005-12-29;483,61;483,88;482,37;483,32;0
2005-12-28;481,60;483,14;481,16;482,22;0
2005-12-27;479,96;482,89;479,96;482,17;0
2005-12-26; ; ; ;479,95;0
2005-12-23;478,99;480,35;478,81;479,95;0
2005-12-22;477,44;478,63;477,28;478,20;0
2005-12-21;476,00;478,13;476,00;477,98;0
2005-12-20;472,62;475,77;472,35;475,18;0
2005-12-19;473,42;474,68;473,05;474,28;0
2005-12-16;470,31;474,51;470,31;474,27;0
2005-12-15;469,49;470,31;468,45;469,79;0
2005-12-14;471,59;471,59;468,11;469,00;0
2005-12-13;470,66;470,95;469,06;470,81;0
2005-12-12;471,42;472,61;469,46;470,20;0
2005-12-09;467,44;469,77;467,20;468,87;0
2005-12-08;464,43;469,08;463,98;469,07;0
2005-12-07;469,64;470,80;466,18;467,59;0
2005-12-06;468,70;471,02;467,92;470,37;0
2005-12-05;470,60;470,85;466,84;467,92;0
2005-12-02;469,50;470,94;468,28;470,94;0
2005-12-01;462,59;467,36;462,58;467,36;0
2005-11-30;460,34;462,55;459,18;461,35;0
2005-11-29;459,14;462,99;458,27;461,71;0
2005-11-28;463,84;465,01;459,40;459,90;0
2005-11-25;460,55;461,42;460,11;461,42;0
2005-11-24;461,16;461,93;459,40;460,79;0
2005-11-23;461,76;462,00;459,59;461,35;0
2005-11-22;460,01;460,49;458,88;459,91;0
2005-11-21;457,53;460,26;456,36;459,58;0
2005-11-18;457,09;458,96;454,84;455,96;0
2005-11-17;454,07;456,15;454,07;453,89;0
2005-11-16;454,51;454,89;451,06;452,22;0
2005-11-15;452,57;455,04;452,22;454,68;0
2005-11-14;452,35;454,28;451,95;453,44;0
2005-11-11;447,37;453,11;447,28;452,97;0
2005-11-10;447,65;449,05;445,69;446,73;0
2005-11-09;447,63;448,07;445,92;446,54;0
2005-11-08;448,55;449,68;445,55;446,70;0
2005-11-07;445,22;448,28;444,32;447,69;0
2005-11-04;445,76;446,74;443,82;445,03;0
2005-11-03;443,23;446,58;442,56;446,41;0
2005-11-02;438,75;441,48;436,55;441,48;0
2005-11-01;438,33;439,81;437,41;438,71;0
2005-10-31;430,65;439,09;430,65;438,99;0
2005-10-28;428,05;430,51;424,98;429,82;0
2005-10-27;434,90;434,90;427,98;428,71;0
2005-10-26;434,69;437,72;434,06;436,83;0
2005-10-25;438,05;439,20;434,28;434,35;0
2005-10-24;430,75;436,85;430,75;436,64;0
2005-10-21;431,47;433,75;430,26;430,92;0
2005-10-20;432,80;439,32;432,80;433,66;0
2005-10-19;440,20;440,28;430,59;432,06;0
2005-10-18;443,99;444,87;441,07;441,34;0
2005-10-17;443,79;445,12;442,52;443,66;0
2005-10-14;441,84;444,02;439,89;443,19;0
2005-10-13;444,06;445,67;440,27;441,35;0
2005-10-12;447,12;447,95;443,94;445,20;0
2005-10-11;449,26;452,23;449,26;449,73;0
2005-10-10;449,06;451,73;447,93;448,90;0
2005-10-07;447,05;449,43;445,89;447,59;0
2005-10-06;451,22;451,22;445,71;448,26;0
2005-10-05;456,96;456,96;453,23;453,33;0
2005-10-04;454,64;459,10;453,19;459,10;0
2005-10-03;452,73;454,47;451,88;454,39;0
2005-09-30;451,89;452,37;449,50;451,42;0
2005-09-29;451,29;451,98;447,80;449,15;0
2005-09-28;446,62;451,41;446,60;451,17;0
2005-09-27;445,63;446,58;443,98;444,71;0
2005-09-26;438,72;446,93;438,72;446,93;0
2005-09-23;436,82;438,44;435,89;438,18;0
2005-09-22;435,59;436,99;433,72;435,29;0
2005-09-21;441,81;441,81;437,20;437,52;0
2005-09-20;442,26;444,61;441,53;444,39;0
2005-09-19;445,07;445,07;435,92;441,00;0
2005-09-16;439,79;446,53;439,56;445,52;0
2005-09-15;438,83;440,53;437,95;439,19;0
2005-09-14;439,33;441,19;437,73;439,57;0
2005-09-13;446,18;446,28;438,58;438,82;0
2005-09-12;448,67;449,37;445,23;446,06;0
2005-09-09;446,78;447,96;444,42;447,05;0
2005-09-08;445,68;446,12;443,83;445,72;0
2005-09-07;444,46;446,25;443,81;445,35;0
2005-09-06;439,21;443,45;439,21;443,45;0
2005-09-05;433,93;438,60;433,93;438,60;0
2005-09-02;433,16;434,89;431,47;432,94;0
2005-09-01;433,55;435,49;431,27;433,30;0
2005-08-31;428,76;432,03;428,53;431,78;0
2005-08-30;431,19;431,91;427,87;428,39;0
2005-08-29;424,89;429,99;423,42;429,83;0
2005-08-26;433,96;435,30;428,00;428,01;0
2005-08-25;435,53;435,68;432,87;433,34;0
2005-08-24;437,11;438,36;435,00;438,11;0
2005-08-23;439,33;439,52;436,98;438,28;0
2005-08-22;439,30;441,29;439,30;440,48;0
2005-08-19;433,24;439,16;432,97;439,10;0
2005-08-18;435,02;435,48;431,52;432,86;0
2005-08-17;434,06;435,17;432,23;434,53;0
2005-08-16;440,30;441,03;435,38;435,89;0
2005-08-15;439,49;440,92;438,23;438,65;0
2005-08-12;442,45;442,73;439,45;439,96;0
2005-08-11;442,49;443,52;440,18;441,35;0
2005-08-10;438,89;444,38;438,89;444,38;0
2005-08-09;432,07;437,84;432,07;437,84;0
2005-08-08;432,36;433,98;431,39;432,16;0
2005-08-05;433,29;433,99;431,02;431,03;0
2005-08-04;438,95;439,11;434,67;434,96;0
2005-08-03;439,08;439,49;437,05;438,70;0
2005-08-02;436,10;439,23;436,10;439,23;0
2005-08-01;434,94;437,34;434,94;435,85;0
2005-07-29;436,55;437,36;434,45;434,85;0
2005-07-28;434,07;436,26;432,99;435,77;0
2005-07-27;431,48;432,83;431,28;432,56;0
2005-07-26;430,62;432,38;430,01;431,39;0
2005-07-25;431,77;431,95;429,34;431,23;0
2005-07-22;429,81;431,73;428,89;430,72;0
2005-07-21;428,21;432,64;428,21;430,14;0
2005-07-20;424,61;426,66;424,43;426,56;0
2005-07-19;421,62;425,41;421,26;425,41;0
2005-07-18;421,18;422,17;420,12;421,20;0
2005-07-15;419,65;421,32;418,91;420,65;0
2005-07-14;418,67;420,73;418,63;419,44;0
2005-07-13;416,01;417,97;416,01;417,89;0
2005-07-12;415,92;416,66;414,78;415,71;0
2005-07-11;413,02;416,59;413,02;416,59;0
2005-07-08;406,43;410,95;406,43;410,92;0
2005-07-07;410,24;410,24;397,91;404,90;0
2005-07-06;411,53;413,26;411,13;411,80;0
2005-07-05;411,58;411,64;408,62;410,61;0
2005-07-04;411,60;412,39;410,94;412,17;0
2005-07-01; ; ; ;411,35;0
2005-06-30; ; ; ;408,76;0
2005-06-29; ; ; ;408,56;0
2005-06-28; ; ; ;406,15;0
2005-06-27; ; ; ;403,13;0
2005-06-24; ; ; ;406,83;0
2005-06-23; ; ; ;411,56;0
2005-06-22; ; ; ;410,80;0
2005-06-21; ; ; ;409,95;0
2005-06-20; ; ; ;408,19;0
2005-06-17; ; ; ;409,53;0
2005-06-16; ; ; ;407,42;0
2005-06-15; ; ; ;404,60;0
2005-06-14; ; ; ;407,80;0
2005-06-13; ; ; ;408,43;0
2005-06-10; ; ; ;406,70;0
2005-06-09; ; ; ;404,48;0
2005-06-08; ; ; ;403,87;0
2005-06-07; ; ; ;404,45;0
2005-06-06; ; ; ;398,94;0
2005-06-03; ; ; ;399,94;0
2005-06-02; ; ; ;401,46;0
2005-06-01; ; ; ;401,06;0
2005-05-31; ; ; ;395,50;0
2005-05-30; ; ; ;397,07;0
2005-05-27; ; ; ;393,99;0
2005-05-26; ; ; ;393,23;0
2005-05-25; ; ; ;389,33;0
2005-05-24; ; ; ;389,88;0
2005-05-23; ; ; ;390,59;0
2005-05-20; ; ; ;386,99;0
2005-05-19; ; ; ;386,85;0
2005-05-18; ; ; ;383,68;0
2005-05-17; ; ; ;377,69;0
2005-05-16; ; ; ;378,64;0
2005-05-13; ; ; ;379,71;0
2005-05-12; ; ; ;379,17;0
2005-05-11; ; ; ;377,31;0
2005-05-10; ; ; ;377,57;0
2005-05-09; ; ; ;380,58;0
2005-05-06; ; ; ;381,70;0
2005-05-05; ; ; ;380,72;0
2005-05-04; ; ; ;377,77;0
2005-05-03; ; ; ;376,22;0
2005-05-02; ; ; ;374,36;0
2005-04-29; ; ; ;370,89;0
2005-04-28; ; ; ;370,44;0
2005-04-27; ; ; ;371,59;0
2005-04-26; ; ; ;375,77;0
2005-04-25; ; ; ;377,16;0
2005-04-22; ; ; ;375,21;0
2005-04-21; ; ; ;372,89;0
2005-04-20; ; ; ;372,00;0
2005-04-19; ; ; ;373,75;0
2005-04-18; ; ; ;373,14;0
2005-04-15; ; ; ;382,85;0
2005-04-14; ; ; ;390,51;0
2005-04-13; ; ; ;391,03;0
2005-04-12; ; ; ;388,19;0
2005-04-11; ; ; ;390,00;0
2005-04-08; ; ; ;390,38;0
