Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2018-02-20;1.171,91;1.179,53;1.166,15;1.179,13;4.730.312.704
2018-02-19;1.179,98;1.180,8;1.167,79;1.169,86;3.523.263.232
2018-02-16;1.169,34;1.177,67;1.168,04;1.176,04;5.672.784.384
2018-02-15;1.165,78;1.176,11;1.159,4;1.164,97;5.631.817.728
2018-02-14;1.154,27;1.166,86;1.139,86;1.162,74;6.372.430.848
2018-02-13;1.154,09;1.157,52;1.148,51;1.148,51;4.559.188.992
2018-02-12;1.140,7;1.163,82;1.140,7;1.156,01;5.798.786.560
2018-02-09;1.152,14;1.155,77;1.131;1.140,08;8.514.233.344
2018-02-08;1.176,8;1.179,95;1.147,67;1.152,86;7.423.481.344
2018-02-07;1.164,7;1.188,49;1.164,46;1.183,78;7.698.244.096
2018-02-06;1.158,99;1.175,22;1.157,28;1.162,75;11.226.860.544
2018-02-05;1.193,86;1.194,54;1.184,37;1.189,49;6.366.847.488
2018-02-02;1.218,6;1.219,03;1.201,12;1.201,12;6.726.559.744
2018-02-01;1.240,83;1.246,25;1.218,6;1.221,42;7.061.258.240
2018-01-31;1.236,96;1.243,34;1.234,31;1.236,54;6.291.892.736
2018-01-30;1.244,01;1.247,19;1.235,25;1.236,38;6.094.795.776
2018-01-29;1.251;1.253,23;1.245,96;1.248,37;4.456.601.088
2018-01-26;1.245,21;1.250,75;1.242,57;1.250,35;4.660.897.792
2018-01-25;1.253,26;1.258,64;1.239,75;1.245,74;6.365.704.192
2018-01-24;1.270,88;1.271,36;1.256,82;1.256,84;5.885.734.400
2018-01-23;1.267,95;1.273,92;1.266,15;1.270;6.037.413.376
2018-01-22;1.261,31;1.263,7;1.259,31;1.263,2;5.073.546.752
2018-01-19;1.248,47;1.261,98;1.248,47;1.261,24;6.696.884.224
2018-01-18;1.242,64;1.248,7;1.241,34;1.248,26;5.152.217.600
2018-01-17;1.240,71;1.244,57;1.235,62;1.239,28;5.203.758.080
2018-01-16;1.240,34;1.251,41;1.239,43;1.244,14;5.357.194.752
2018-01-15;1.242,92;1.243;1.236,77;1.238,83;3.940.131.072
2018-01-12;1.241,39;1.244,14;1.236,23;1.242,76;5.084.453.888
2018-01-11;1.247,21;1.247,21;1.234,48;1.238,55;6.037.633.536
2018-01-10;1.253,48;1.253,48;1.240,47;1.244,85;5.750.925.824
2018-01-09;1.254,01;1.258,15;1.252,91;1.255,23;5.302.794.752
2018-01-08;1.251,46;1.254,67;1.249,86;1.252,76;5.127.401.984
2018-01-05;1.235,71;1.247,99;1.235,71;1.247,95;5.822.840.832
2018-01-04;1.223,23;1.236,92;1.223,23;1.234,09;5.652.310.016
2018-01-03;1.209,89;1.221,23;1.209,85;1.217,42;4.783.751.680
2018-01-02;1.209,1;1.210,31;1.195,43;1.206,4;4.701.450.752
2017-12-29;1.213,96;1.213,96;1.209,02;1.209,51;2.433.113.344
2017-12-28;1.220,69;1.220,69;1.212,77;1.213,98;2.563.154.176
2017-12-27;1.220,26;1.223,79;1.215,29;1.220,82;2.587.057.152
2017-12-22;1.219,99;1.222,2;1.218,54;1.219,77;2.901.644.544
2017-12-21;1.219,26;1.224,49;1.215,05;1.222,8;3.845.078.016
2017-12-20;1.233,99;1.234,94;1.216,59;1.219,48;4.571.542.528
2017-12-19;1.238,83;1.240,81;1.231,68;1.231,85;4.141.339.136
2017-12-18;1.227,54;1.239,91;1.227,54;1.238,72;5.242.160.640
2017-12-15;1.214,48;1.220,62;1.212,62;1.220,48;10.359.408.640
2017-12-14;1.220,54;1.225,14;1.213,63;1.217,9;6.006.993.920
2017-12-13;1.224,13;1.226,74;1.221,85;1.222,28;5.240.542.720
2017-12-12;1.222,01;1.226,45;1.218,32;1.226,45;4.470.633.472
2017-12-11;1.225,41;1.228,04;1.220,64;1.221,58;4.082.516.992
2017-12-08;1.220,76;1.230,87;1.220,36;1.224,36;5.292.575.744
2017-12-07;1.213,43;1.218,35;1.210,08;1.215,15;4.319.802.368
2017-12-06;1.212,17;1.214,02;1.199,69;1.211,34;5.048.819.712
2017-12-05;1.217,15;1.219,33;1.207,46;1.215,68;4.996.064.768
2017-12-04;1.200,9;1.221,3;1.200,9;1.216,26;5.733.655.721
2017-12-01;1.216,08;1.217,33;1.195,48;1.199,59;6.562.300.416
2017-11-30;1.215,46;1.225,06;1.213,38;1.214,16;9.419.559.936
2017-11-29;1.220,67;1.227,14;1.213,31;1.215,38;5.533.939.712
2017-11-28;1.211,11;1.216,08;1.207,62;1.215,5;3.917.626.112
2017-11-27;1.213,34;1.220,03;1.209,71;1.210,08;3.761.989.632
2017-11-24;1.211,56;1.223,27;1.208,87;1.215,38;3.766.350.336
2017-11-23;1.205,9;1.214,37;1.202,55;1.211,24;3.723.201.280
2017-11-22;1.224,42;1.225,89;1.210,96;1.211,13;4.509.480.960
2017-11-21;1.212,5;1.227,14;1.210,97;1.223,97;5.766.376.960
2017-11-20;1.201,63;1.215,31;1.200,66;1.213,5;4.910.213.120
2017-11-17;1.211,89;1.213,8;1.206,46;1.206,75;5.323.734.016
2017-11-16;1.205,36;1.211,36;1.205,19;1.210,49;4.954.405.376
2017-11-15;1.203,51;1.203,86;1.191,73;1.201,89;6.034.404.864
2017-11-14;1.213,55;1.217,34;1.206,65;1.209,12;5.023.404.032
2017-11-13;1.218,44;1.219,62;1.201,11;1.210,89;5.383.049.216
2017-11-10;1.222,95;1.223,51;1.215,2;1.216,77;6.330.077.696
2017-11-09;1.240,92;1.240,92;1.219,72;1.220,39;7.292.143.104
2017-11-08;1.239,32;1.242,82;1.235,47;1.238,83;5.805.232.128
2017-11-07;1.250,61;1.250,61;1.237,97;1.238,82;5.314.541.056
2017-11-06;1.246,87;1.247,09;1.243,7;1.246,2;4.360.301.056
2017-11-03;1.245,39;1.248,56;1.243,05;1.246,85;4.930.198.016
2017-11-02;1.243,79;1.245,46;1.240,28;1.242,91;5.346.730.496
2017-11-01;1.227,66;1.247,16;1.227,58;1.245,08;7.064.774.656
2017-10-30;1.224,59;1.227,82;1.224,5;1.225,58;4.445.639.168
2017-10-27;1.220;1.225,99;1.220;1.224,01;6.173.185.024
2017-10-26;1.200,3;1.216,59;1.198,79;1.215,78;5.987.415.552
2017-10-25;1.203,15;1.206,5;1.197,27;1.198,89;4.582.590.464
2017-10-24;1.203,22;1.207,46;1.202,18;1.204,31;4.878.166.016
2017-10-23;1.204,01;1.208,5;1.201,26;1.203,54;3.824.807.424
2017-10-20;1.206,73;1.208,58;1.199,9;1.202,54;5.317.975.552
2017-10-19;1.210,99;1.210,99;1.197;1.202,71;5.077.931.008
2017-10-18;1.207,42;1.213,74;1.205,69;1.209,84;3.967.533.568
2017-10-17;1.206,39;1.208,91;1.203,91;1.205,47;3.896.940.544
2017-10-16;1.206,87;1.208,39;1.206,18;1.207;3.349.155.328
2017-10-13;1.205,47;1.208,66;1.203,07;1.205,38;3.766.164.736
2017-10-12;1.202,27;1.206,19;1.200,69;1.204,7;4.034.279.936
2017-10-11;1.199,98;1.202,31;1.197,93;1.202,07;3.817.387.264
2017-10-10;1.199,97;1.201,45;1.195,64;1.198,97;3.789.080.064
2017-10-09;1.201,43;1.202,77;1.198,58;1.200,79;3.245.507.840
2017-10-06;1.202,44;1.203,55;1.198,58;1.199,76;3.878.909.184
2017-10-05;1.202,19;1.202,19;1.199,02;1.201,83;4.477.876.224
2017-10-04;1.199,56;1.203,24;1.196,09;1.202,54;5.856.353.792
2017-10-02;1.192,02;1.196,67;1.191,86;1.196,67;4.089.436.672
2017-09-29;1.180,82;1.189,55;1.180,43;1.189,55;5.829.659.136
2017-09-28;1.175,87;1.179,05;1.174,94;1.179,05;4.166.608.640
2017-09-27;1.171,74;1.175,94;1.171,74;1.173,95;4.257.916.672
2017-09-26;1.166,56;1.171,88;1.166,03;1.170,12;4.218.080.768
2017-09-25;1.167,33;1.172,39;1.166,73;1.169,39;3.567.373.312
2017-09-22;1.166,88;1.173,31;1.166,82;1.169,16;3.887.995.904
2017-09-21;1.168;1.170,28;1.166,97;1.169,01;4.035.361.024
2017-09-20;1.163,5;1.168,36;1.162,88;1.166,23;4.011.300.352
2017-09-19;1.164,54;1.165,99;1.163,29;1.165,77;3.766.367.488
2017-09-18;1.166,18;1.168,79;1.163,3;1.165,04;3.253.600.512
2017-09-15;1.161,79;1.164,2;1.159,74;1.160,7;10.143.395.840
2017-09-14;1.160,86;1.163,43;1.158,88;1.162,67;4.507.907.072
2017-09-13;1.158,73;1.163,74;1.158,56;1.162,87;4.678.769.152
2017-09-12;1.160,49;1.164;1.160,23;1.161,25;4.413.537.792
2017-09-11;1.145,1;1.157,15;1.144,62;1.156,8;4.455.110.656
2017-09-08;1.137,52;1.141,71;1.136,33;1.141,15;3.427.940.352
2017-09-07;1.137,53;1.144,92;1.136,86;1.140,11;4.816.093.184
2017-09-06;1.119,43;1.136,16;1.119,43;1.132,32;4.503.315.456
2017-09-05;1.124,88;1.132,11;1.123,98;1.125,39;3.888.683.520
2017-09-04;1.121,34;1.126,29;1.119,27;1.123,39;2.421.366.784
2017-09-01;1.122,7;1.131,42;1.122,7;1.127,35;3.949.455.104
2017-08-31;1.120,41;1.124,2;1.117,76;1.119,7;4.690.711.552
2017-08-30;1.112,37;1.116,76;1.112,37;1.114,25;3.102.755.840
2017-08-29;1.118,72;1.118,72;1.101,87;1.108,2;4.863.704.576
2017-08-28;1.123,05;1.127,83;1.119,23;1.123,86;2.184.285.952
2017-08-25;1.130,38;1.134,85;1.125,52;1.128,15;3.099.976.448
2017-08-24;1.130,66;1.135,46;1.128,31;1.129,04;3.404.997.632
2017-08-23;1.132,5;1.136,06;1.127,06;1.128,73;3.720.804.678
2017-08-22;1.124,7;1.132,86;1.123,99;1.132,68;3.492.160.512
2017-08-21;1.123,03;1.125,42;1.115,1;1.118,84;3.305.728.512
2017-08-18;1.123,64;1.127,74;1.119,71;1.127,09;4.700.323.328
2017-08-17;1.132,88;1.137,32;1.129,02;1.130,42;3.601.944.064
2017-08-16;1.132,46;1.137,74;1.131,95;1.134,9;3.639.703.552
2017-08-15;1.130,23;1.132,21;1.125,41;1.127,12;3.103.856.896
2017-08-14;1.117,15;1.128,86;1.117,15;1.126,29;3.750.625.536
2017-08-11;1.110,05;1.113,93;1.104,8;1.112,27;4.711.219.712
2017-08-10;1.126,77;1.127,23;1.112,41;1.113,85;4.978.177.024
2017-08-09;1.133,44;1.133,44;1.121,74;1.126,76;5.093.086.208
2017-08-08;1.134,96;1.141,64;1.130,23;1.138,99;3.785.089.536
2017-08-07;1.138,99;1.141,61;1.133,28;1.136,03;3.608.733.952
2017-08-04;1.125,06;1.140,16;1.123,73;1.138,54;4.988.745.216
2017-08-03;1.125,94;1.128,17;1.121,44;1.125,89;4.393.263.616
2017-08-02;1.134,74;1.135,88;1.125,98;1.128,29;4.573.293.056
2017-08-01;1.123,65;1.137,28;1.119,99;1.133,09;4.508.344.832
2017-07-31;1.123,54;1.128,9;1.119,81;1.121,34;4.561.133.568
2017-07-28;1.125,47;1.126,14;1.119,42;1.124,73;4.945.560.576
2017-07-27;1.134,59;1.136,1;1.127,8;1.130,47;5.128.207.360
2017-07-26;1.130,92;1.138,88;1.130,92;1.136,49;4.522.703.872
2017-07-25;1.128;1.134,73;1.127,47;1.131,41;4.283.411.712
2017-07-24;1.131,39;1.132,01;1.120,98;1.126,46;4.976.328.704
2017-07-21;1.146,61;1.148,65;1.125,91;1.129,88;7.071.060.480
2017-07-20;1.151,8;1.158,08;1.143,24;1.147,7;5.129.618.432
2017-07-19;1.149,68;1.150,36;1.145,77;1.148,94;3.851.239.680
2017-07-18;1.156,95;1.157,93;1.142,43;1.146,27;4.708.995.584
2017-07-17;1.164,22;1.165,22;1.156,27;1.159,89;3.223.104.256
2017-07-14;1.162,63;1.164,75;1.157,98;1.162,95;3.877.089.792
2017-07-13;1.161,54;1.164,89;1.159,41;1.162,52;5.022.506.496
2017-07-12;1.146,09;1.161,56;1.146,09;1.160,29;4.889.540.608
2017-07-11;1.146,55;1.151,83;1.142,06;1.143,49;3.985.790.208
2017-07-10;1.142,86;1.146,51;1.140,96;1.143,88;3.517.423.616
2017-07-07;1.137,65;1.137,94;1.133,67;1.137,94;3.784.664.320
2017-07-06;1.145,78;1.147,3;1.132,19;1.137,32;5.479.329.280
2017-07-05;1.140,43;1.146,74;1.139,88;1.144,17;4.280.812.032
2017-07-04;1.140,96;1.145,71;1.140,88;1.142,03;3.199.328.512
2017-07-03;1.134,92;1.146;1.134,92;1.145,26;3.995.581.952
2017-06-30;1.138,97;1.143,29;1.132,16;1.132,19;5.682.920.960
2017-06-29;1.161,65;1.165,26;1.137,15;1.138,31;5.576.091.648
2017-06-28;1.155;1.160,83;1.149,18;1.158,67;4.564.878.336
2017-06-27;1.171,3;1.171,3;1.160,53;1.161,71;4.532.721.152
2017-06-26;1.171,47;1.178,01;1.170,6;1.171,95;3.290.731.520
2017-06-23;1.171,93;1.173,62;1.164,32;1.168,67;3.552.422.656
2017-06-22;1.171,23;1.175,3;1.168,33;1.174,33;3.780.167.680
2017-06-21;1.174,56;1.175,18;1.167,04;1.173,11;3.676.343.808
2017-06-20;1.186,61;1.188,53;1.176,66;1.176,66;3.902.215.168
2017-06-19;1.177,47;1.184,55;1.177,47;1.183,03;3.764.969.216
2017-06-16;1.167,35;1.170,97;1.167,35;1.170,94;10.684.474.368
2017-06-15;1.174,66;1.174,66;1.158,58;1.164,31;5.495.872.000
2017-06-14;1.174,09;1.184,56;1.173,51;1.174,93;5.257.156.608
2017-06-13;1.168,1;1.173,8;1.168,01;1.171,65;3.887.605.504
2017-06-12;1.175,3;1.175,3;1.163,19;1.164,8;4.713.954.816
2017-06-09;1.167,66;1.177,41;1.167,62;1.177,08;4.265.805.056
2017-06-08;1.166,3;1.171,01;1.166,17;1.168;4.115.156.224
2017-06-07;1.166,16;1.172,56;1.163,95;1.165,89;4.734.196.736
2017-06-06;1.175,65;1.176,1;1.166,97;1.168,1;4.622.008.832
2017-06-02;1.170,62;1.184,23;1.170,53;1.179,57;4.562.586.624
2017-06-01;1.160,84;1.166,62;1.160,76;1.166,24;4.236.773.632
2017-05-31;1.159,28;1.167,8;1.157,3;1.159,99;6.391.750.656
2017-05-30;1.157,5;1.162,6;1.156,12;1.159,05;3.597.533.696
2017-05-29;1.157,4;1.161,27;1.156,42;1.161,03;1.955.109.760
2017-05-26;1.158,71;1.158,99;1.152,1;1.158,38;3.448.667.904
2017-05-25;1.163,26;1.164,53;1.152,27;1.159,63;2.919.489.280
2017-05-24;1.159,15;1.160,67;1.157,24;1.160,29;3.862.644.992
2017-05-23;1.154,96;1.163,5;1.154,96;1.160,4;4.290.064.384
2017-05-22;1.160,08;1.160,83;1.152,74;1.156,72;3.831.288.832
2017-05-19;1.152,98;1.159,42;1.152,31;1.157,92;5.448.771.584
2017-05-18;1.154,36;1.154,88;1.142,72;1.151,29;6.105.854.976
2017-05-17;1.165,21;1.169,79;1.151,8;1.155,56;5.272.334.336
2017-05-16;1.169,76;1.174,93;1.169,47;1.171,71;4.217.732.608
2017-05-15;1.171,29;1.172,66;1.165,02;1.171,34;4.234.320.896
2017-05-12;1.163,09;1.167,39;1.162,85;1.167,38;5.688.357.376
2017-05-11;1.166,8;1.167,62;1.157,35;1.161,46;5.066.041.344
2017-05-10;1.163,95;1.167,79;1.162,37;1.166,36;4.826.610.176
2017-05-09;1.163,28;1.168,01;1.161,67;1.165,78;4.556.719.104
2017-05-08;1.164,1;1.166,35;1.157,94;1.160,69;4.624.994.816
2017-05-05;1.153,52;1.162,4;1.152,02;1.162,4;5.064.200.704
2017-05-04;1.148,61;1.156,91;1.146,9;1.156,91;5.020.002.816
2017-05-03;1.143,56;1.145,79;1.141,27;1.145,79;4.488.326.144
2017-05-02;1.140,46;1.145,03;1.137,66;1.145,03;4.953.797.632
2017-04-28;1.136,01;1.139,51;1.135,98;1.137,78;5.382.612.480
2017-04-27;1.138,42;1.140,19;1.135,9;1.137,81;5.088.572.416
2017-04-26;1.138,8;1.140,8;1.137,1;1.139,86;4.601.351.680
2017-04-25;1.137,84;1.139,92;1.136,56;1.138,79;4.796.409.856
2017-04-24;1.102,96;1.137,31;1.102,96;1.137,31;7.516.159.488
2017-04-21;1.101,69;1.106,14;1.099,93;1.102,75;5.221.325.312
2017-04-20;1.096,22;1.102,92;1.096,14;1.101,6;4.004.832.256
2017-04-19;1.099,88;1.102,87;1.099,2;1.100,91;3.883.547.392
2017-04-18;1.110,45;1.112,85;1.098,68;1.099,19;4.334.434.816
2017-04-13;1.111,48;1.111,48;1.106,61;1.108,55;3.517.965.056
2017-04-12;1.111,02;1.118,43;1.109,66;1.112,13;3.794.533.120
2017-04-11;1.111,72;1.116,57;1.103,38;1.110,09;4.146.350.848
2017-04-10;1.118,43;1.118,43;1.113,09;1.115,4;3.102.354.176
2017-04-07;1.111,43;1.116,47;1.109,23;1.116,46;3.674.708.992
2017-04-06;1.109,44;1.116,35;1.105,98;1.115,71;3.791.025.664
2017-04-05;1.119,07;1.120,28;1.114,05;1.114,6;4.115.607.040
2017-04-04;1.117,27;1.119,45;1.114,37;1.119,27;4.706.108.416
2017-04-03;1.124,79;1.125,59;1.116,73;1.116,73;4.208.738.560
2017-03-31;1.113,51;1.120,81;1.113,43;1.120,8;5.152.759.296
2017-03-30;1.111,5;1.115,27;1.110,27;1.115,27;3.896.936.192
2017-03-29;1.107,21;1.112,37;1.107,21;1.110,37;4.372.308.480
2017-03-28;1.096,04;1.106,21;1.095,94;1.105,8;4.146.118.656
2017-03-27;1.093,14;1.093,14;1.085,54;1.092,33;3.970.134.272
2017-03-24;1.095,33;1.099,94;1.093,44;1.098,72;4.067.791.872
2017-03-23;1.084,73;1.095,95;1.083,12;1.095,83;3.976.659.200
2017-03-22;1.083,62;1.085,78;1.078,98;1.083,78;4.739.063.296
2017-03-21;1.101,24;1.102,53;1.088,19;1.089,79;5.199.098.880
2017-03-20;1.098,93;1.100,7;1.096,9;1.098,37;3.876.296.960
2017-03-17;1.097,21;1.102,58;1.095,01;1.102,11;8.506.613.248
2017-03-16;1.095,85;1.105,75;1.095,68;1.100,64;5.453.978.112
2017-03-15;1.092,76;1.095,25;1.091,17;1.093,86;4.225.523.712
2017-03-14;1.091,69;1.093,3;1.087,84;1.092,01;4.456.220.672
2017-03-13;1.089;1.093,3;1.089;1.092,16;3.573.803.264
2017-03-10;1.092,94;1.097,8;1.087,96;1.089,75;4.551.050.752
2017-03-09;1.087,04;1.093,67;1.085,57;1.090,14;4.813.170.176
2017-03-08;1.085,91;1.093,03;1.085,53;1.089,4;4.461.840.384
2017-03-07;1.089,25;1.091,49;1.087,13;1.089,42;3.564.033.280
2017-03-06;1.090,91;1.092,07;1.086,03;1.088,97;3.747.054.336
2017-03-03;1.093,22;1.096,91;1.091,84;1.094,23;4.255.888.384
2017-03-02;1.097,7;1.099,08;1.095,76;1.097,53;3.874.143.488
2017-03-01;1.085,21;1.098,31;1.085,21;1.097,9;5.350.893.056
2017-02-28;1.079,44;1.080,13;1.074,24;1.078,64;3.918.212.096
2017-02-27;1.078,89;1.080,63;1.074,82;1.077,63;3.238.689.536
2017-02-24;1.087,48;1.087,81;1.068,85;1.075,83;5.277.231.104
2017-02-23;1.094,04;1.094,75;1.087,13;1.088,6;4.055.825.920
2017-02-22;1.093,91;1.097,17;1.091,3;1.093,87;4.922.165.248
2017-02-21;1.079,46;1.093,15;1.078,09;1.091,85;4.145.911.040
2017-02-20;1.079,77;1.081,16;1.077,9;1.080,13;2.698.300.416
2017-02-17;1.072,14;1.075,7;1.068,95;1.074,6;4.639.629.312
2017-02-16;1.076,08;1.078,24;1.072,05;1.074,36;3.692.249.088
2017-02-15;1.078,08;1.080,68;1.071,38;1.076,8;3.882.055.680
2017-02-14;1.074,32;1.075,61;1.072,5;1.074,8;3.408.704.000
2017-02-13;1.066,76;1.077,21;1.065,89;1.074,23;3.589.206.272
2017-02-10;1.066,28;1.067,19;1.062,67;1.064,51;3.644.202.496
2017-02-09;1.056,9;1.062,5;1.053,76;1.061,43;4.502.283.776
2017-02-08;1.052,3;1.056,83;1.048,2;1.053,47;4.369.722.880
2017-02-07;1.047,43;1.056,91;1.046,81;1.052,53;3.808.555.520
2017-02-06;1.060,24;1.062,63;1.048,32;1.048,32;4.567.819.264
2017-02-03;1.060,04;1.064,82;1.060,01;1.061,52;3.855.319.552
2017-02-02;1.060,53;1.063,93;1.057,97;1.060,02;4.519.227.904
2017-02-01;1.054,26;1.067,01;1.054,26;1.061,59;4.835.927.552
2017-01-31;1.064,02;1.068,08;1.051,72;1.051,73;5.045.093.376
2017-01-30;1.073,06;1.073,34;1.062,2;1.063,7;3.779.962.624
2017-01-27;1.077,22;1.077,53;1.074,21;1.075,4;3.656.103.168
2017-01-26;1.078,43;1.080,98;1.075,59;1.077,67;4.408.956.416
2017-01-25;1.063,29;1.075,73;1.063,14;1.074,21;5.339.016.704
2017-01-24;1.052,87;1.057,15;1.052,02;1.057,15;3.870.705.664
2017-01-23;1.053,76;1.056,53;1.049,13;1.052,26;3.826.522.880
2017-01-20;1.053,59;1.058,57;1.051,67;1.058,57;4.984.669.696
2017-01-19;1.056,79;1.059,26;1.053,91;1.055,66;4.009.945.344
2017-01-18;1.052,9;1.055,94;1.050,29;1.055,93;3.627.409.408
2017-01-17;1.049,18;1.053,11;1.040,81;1.050,39;3.894.784.768
2017-01-16;1.052,24;1.053,72;1.050,09;1.052,09;2.841.235.456
2017-01-13;1.052,85;1.057,41;1.050,88;1.057,24;3.742.032.384
2017-01-12;1.054,77;1.055,2;1.046,08;1.048,04;4.486.700.032
2017-01-11;1.053,35;1.061,86;1.047,92;1.058,26;4.433.124.864
2017-01-10;1.052,41;1.053,65;1.048,81;1.052,09;4.081.180.928
2017-01-09;1.054,15;1.055,31;1.047,2;1.050,65;4.005.352.960
2017-01-06;1.050,47;1.053,37;1.048,93;1.053,1;3.123.280.640
2017-01-05;1.048,9;1.053,55;1.048,34;1.052,42;3.688.436.224
2017-01-04;1.053,82;1.055,12;1.048,06;1.051,72;3.741.861.632
2017-01-03;1.056,47;1.057,89;1.051,07;1.053,05;4.228.134.400
2017-01-02;1.038,98;1.055,65;1.038,17;1.054,03;2.229.362.944
2016-12-30;1.040,02;1.042,87;1.036,91;1.042,86;2.056.857.600
2016-12-29;1.037,81;1.040,82;1.036,97;1.040,59;2.010.190.720
2016-12-28;1.042,07;1.042,73;1.041,38;1.042,65;2.095.391.616
2016-12-27;1.040,46;1.043,04;1.040,46;1.042,26;1.385.454.592
2016-12-23;1.040,55;1.041,6;1.036,97;1.039,76;2.166.627.072
2016-12-22;1.038,98;1.041,75;1.037,59;1.039,92;2.659.991.808
2016-12-21;1.037,75;1.041,33;1.037,75;1.041,01;3.257.500.928
2016-12-20;1.035,01;1.039,95;1.035,01;1.039,39;3.985.725.440
2016-12-19;1.032,51;1.036,18;1.031,63;1.036,17;3.570.119.680
2016-12-16;1.029,92;1.036,66;1.029,5;1.033,33;8.053.036.032
2016-12-15;1.022,52;1.031,34;1.022,16;1.029,63;6.198.671.872
2016-12-14;1.021,21;1.023,35;1.019,86;1.020,49;4.167.530.752
2016-12-13;1.016,66;1.024,9;1.016,66;1.023,66;4.432.420.352
2016-12-12;1.016,76;1.017,96;1.012,46;1.016,2;4.041.307.648
2016-12-09;1.014,02;1.019,81;1.012,15;1.017,83;4.723.600.896
2016-12-08;1.001,43;1.015,35;1.000;1.014,41;6.934.952.448
2016-12-07;985,89;998,65;985,50;998,65;5.958.073.856
2016-12-06;973,37;981,55;972,32;980,88;4.368.284.672
2016-12-05;958,51;976,91;957,52;972,78;4.370.461.184
2016-12-02;956,13;961,52;950,30;958,99;3.760.895.488
2016-12-01;968,59;969,57;958,89;961,36;4.241.199.616
2016-11-30;967,50;975,39;967,50;971,21;5.004.888.064
2016-11-29;965,29;969,89;963,47;969,58;3.325.634.816
2016-11-28;973,57;973,57;964,48;966,63;3.053.956.608
2016-11-25;975,66;976,32;971,36;976,32;2.597.374.720
2016-11-24;974,02;975,87;971,09;974,68;2.433.624.832
2016-11-23;977,37;979,00;967,30;971,75;4.009.916.160
2016-11-22;977,96;979,99;975,81;976,25;3.635.657.216
2016-11-21;974,16;976,51;965,47;973,43;3.310.256.640
2016-11-18;977,75;977,85;970,90;971,90;4.355.775.488
2016-11-17;970,88;973,67;967,52;973,67;3.944.221.952
2016-11-16;980,36;980,36;967,32;971,64;4.542.548.992
2016-11-15;974,01;977,58;971,19;976,86;4.158.941.696
2016-11-14;973,99;982,00;971,01;971,89;5.013.793.280
2016-11-11;971,59;975,05;964,52;970,72;5.590.006.784
2016-11-10;974,99;984,49;964,18;968,38;7.704.264.192
2016-11-09;959,68;972,45;941,23;972,42;7.759.727.616
2016-11-08;958,45;961,00;955,41;960,65;3.413.532.416
2016-11-07;943,39;959,19;943,39;959,18;3.555.345.408
2016-11-04;946,27;946,58;939,05;942,90;4.012.618.496
2016-11-03;951,50;956,41;949,29;949,29;3.896.308.224
2016-11-02;961,01;961,01;953,02;953,06;3.962.686.720
2016-11-01;983,46;983,96;965,04;966,56;3.425.109.248
2016-10-31;978,28;980,45;975,87;978,89;3.400.609.280
2016-10-28;977,11;982,62;972,87;981,23;3.547.802.880
2016-10-27;981,28;988,38;978,10;983,14;3.872.022.272
2016-10-26;985,70;985,70;976,33;982,79;3.623.600.896
2016-10-25;989,55;993,42;985,65;987,19;3.623.273.984
2016-10-24;987,05;994,00;987,05;988,38;3.389.171.200
2016-10-21;985,59;987,07;981,48;984,63;4.005.274.624
2016-10-20;982,55;987,80;975,75;984,20;4.546.949.120
2016-10-19;978,81;983,00;975,87;981,03;3.267.778.816
2016-10-18;972,92;981,57;972,55;979,50;3.841.018.112
2016-10-17;972,36;975,13;967,66;968,41;2.955.854.336
2016-10-14;963,87;977,77;963,87;975,04;3.764.355.584
2016-10-13;964,75;964,75;955,83;961,10;4.068.288.000
2016-10-12;972,76;977,16;969,08;970,17;3.438.495.232
2016-10-11;976,98;983,95;973,96;974,67;3.511.445.248
2016-10-10;967,84;979,73;964,75;978,54;3.587.604.736
2016-10-07;974,77;975,28;965,39;967,16;4.403.200.000
2016-10-06;979,55;981,51;972,90;975,30;3.769.686.784
2016-10-05;975,20;979,42;969,07;976,66;3.670.481.920
2016-10-04;969,48;982,35;968,79;980,25;5.028.665.856
2016-09-30;959,41;971,92;944,23;970,75;5.686.895.616
2016-09-29;968,81;976,33;959,43;962,17;3.433.160.448
2016-09-28;961,15;971,25;961,15;964,93;3.231.832.320
2016-09-27;963,95;965,58;949,36;957,48;3.831.578.624
2016-09-26;974,08;974,08;959,89;960,58;3.973.449.728
2016-09-23;983,13;983,14;978,00;979,17;3.013.700.864
2016-09-22;968,57;986,15;968,27;983,65;4.244.855.296
2016-09-21;965,69;971,20;962,38;963,10;3.032.595.456
2016-09-20;957,99;965,51;957,93;959,62;3.045.432.320
2016-09-19;954,71;958,54;953,84;957,90;2.983.252.224
2016-09-16;960,15;960,94;947,82;949,33;6.797.023.744
2016-09-15;955,06;962,20;953,46;961,13;3.825.784.320
2016-09-14;959,57;962,19;956,27;956,62;4.039.003.136
2016-09-13;964,47;967,04;956,59;956,88;3.575.332.096
2016-09-12;966,02;966,35;948,70;960,42;4.921.083.392
2016-09-09;979,59;980,99;969,17;971,71;3.694.173.440
2016-09-08;988,92;991,19;974,35;981,95;3.717.691.648
2016-09-07;984,85;990,89;981,51;989,13;3.148.736.512
2016-09-06;983,63;987,91;981,02;983,44;3.127.020.800
2016-09-05;985,18;987,79;982,22;982,29;2.409.141.504
2016-09-02;973,07;983,14;968,38;982,88;3.505.743.360
2016-09-01;975,81;981,44;966,72;969,95;3.705.473.280
